Accession,Description,Genome Length (KB),molGC (%),Genus,Sub-family,Family,Host,Genome composition,Phage Species
MW117144,Pseudomonas phage AIIMS-Pa-A1,41,62,Phikmvvirus,Krylovirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_4997
MZ501272,Pseudomonas phage AH05,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826344,Pseudomonas phage ALEA,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826346,Pseudomonas phage JOR,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826347,Pseudomonas phage M1.1,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826348,Pseudomonas phage M1.2,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826349,Pseudomonas phage M3.1,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826354,Pseudomonas phage SNK,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
NC_015264,Pseudomonas phage phiIBB-PF7A,41,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5867
NC_023005,Pseudomonas phage PPpW-4,41,57,Phutvirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5699
NC_028661,Pseudomonas phage PPPL-1,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5803
NC_041885,Pseudomonas phage VSW-3,41,58,Napahaivirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6036
NC_047747,Pseudomonas phage phiPsa17,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
NC_047922,Pseudomonas phage Henninger,41,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5887
NC_047965,Pseudomonas phage 22PfluR64PP,41,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5931
NC_047997,Pseudomonas phage PFP1,41,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5891
MK510965,Pseudomonas phage vB_Pae_CF34a,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510967,Pseudomonas phage vB_Pae_CF54a,41,61,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5788
MK510971,Pseudomonas phage vB_Pae_CF79a,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510975,Pseudomonas phage vB_Pae_CF145a,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510976,Pseudomonas phage vB_Pae_CF165a,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510988,Pseudomonas phage vB_Pae_BR299a,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510990,Pseudomonas phage vB_Pae_BR133a,41,61,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK934841,Pseudomonas phage UMP151,41,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
OK523998,Pseudomonas phage Pst_GM1,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OL581612,Pseudomonas phage Eisa9,41,59,Pollyceevirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_5873
OM282085,Pseudomonas phage P413,41,56,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5571
ON857928,Pseudomonas phage vB_PaeP_FBPa6,41,62,Phikmvvirus,Krylovirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_4246
NC_074747,Pseudomonas phage UMP151,41,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
OQ603349,Pseudomonas phage Ep007,41,56,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5759
OQ603350,Pseudomonas phage Ep017,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OQ603352,Pseudomonas phage Ep022,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OQ622093,Pseudomonas phage 10P302A,41,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5749
OQ953985,Pseudomonas phage phiPst2111,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OQ953986,Pseudomonas phage phiPstE,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
ON857931,Pseudomonas phage vB_PaeP_FBPa19,41,57,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4813
OR687459,Pseudomonas phage Psari100M,41,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5929
OP709960,Pseudomonas phage zjk6,41,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5787
OR997970,Pseudomonas phage Athelas,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
PP179313,Pseudomonas phage Ghual01,41,56,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5571
PP496472,Pseudomonas phage vB_PpuP-Luke-3,41,59,Pollyceevirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_5873
PP496473,Pseudomonas phage vB_PpuP-IPa-2,41,59,Pollyceevirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_5873
PP496474,Pseudomonas phage vB_PpuP-Kallioja,41,56,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5666
PP496477,Pseudomonas phage vB_PpuP-Kurepalu-2,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5755
PP496478,Pseudomonas phage vB_PpuP-Pori-3,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5755
PP496479,Pseudomonas phage vB_PpuP-Mudajogi,41,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5896
BK061479,Pseudomonas phage vB_PaeS-D14F,40,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6393
OM630587,Pseudomonas phage vB_PputP_LNA8,40,61,Unclassified,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6233
OM630589,Pseudomonas phage vB_PputP_LNA10,40,61,Unclassified,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6278
PP496447,Pseudomonas phage vB_PpuP-ErraM,40,57,Unclassified,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_5387
PP496448,Pseudomonas phage vB_PpuP-ErraS,40,57,Unclassified,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_5387
PP496476,Pseudomonas phage vB_PpuP-Kurepalu-1,40,62,Unclassified,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6189
FR823298,Pseudomonas phage phi15,40,58,Troedvirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6439
JN991020,Pseudomonas phage Bf7,40,58,Bifseptvirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6245
JX173487,Pseudomonas phage Phi-S1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6197
KJ507099,Pseudomonas phage phiPSA2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
KX458241,Pseudomonas phage Andromeda,40,58,Bifseptvirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6124
KY798120,Pseudomonas phage WRT,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
KY798121,Pseudomonas phage KNP,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
KY971611,Pseudomonas phage PspYZU08,40,55,Pijolavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6202
LN889756,Pseudomonas phage shl2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6085
LN889995,Pseudomonas phage 17A,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6134
LN898172,Pseudomonas phage vB_PaeS_PM105,40,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6426
LN913017,Pseudomonas phage HC15b2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6085
MH719194,Pseudomonas phage Ps60,40,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6393
MK033137,Pseudomonas phage UNO-SLW1,40,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
MK511032,Pseudomonas phage vB_Pae_BR161b,40,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511059,Pseudomonas phage vB_Pae_CF78a,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6371
MK511061,Pseudomonas phage vB_Pae_CF125a,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6371
MK511065,Pseudomonas phage vB_Pae_BR141c,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6371
MN536027,Pseudomonas phage vB_Pae-SS2019XII,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6377
BK061586,Pseudomonas phage vB_PaeS-D14K,40,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6416
JX495042,Pseudomonas phage JBD25,40,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6416
KJ959591,Pseudomonas phage PAN70,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6394
KY707339,Pseudomonas phage JBD68,40,61,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6322
MW812345,Pseudomonas phage vB_Pci_PCMW57,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
MZ598487,Pseudomonas phage FRS,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6134
MZ826345,Pseudomonas phage FMS,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6085
MZ826351,Pseudomonas phage NOI,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MZ826352,Pseudomonas phage QAC,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6134
MH719192,Pseudomonas phage Ps56,40,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
NC_015208,Pseudomonas phage phi15,40,58,Troedvirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6439
NC_016764,Pseudomonas phage Bf7,40,58,Bifseptvirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6245
NC_021062,Pseudomonas phage Phi-S1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6197
NC_024362,Pseudomonas phage phiPSA2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
NC_028667,Pseudomonas phage vB_PaeS_PM105,40,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6426
NC_031014,Pseudomonas phage Andromeda,40,58,Bifseptvirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6124
NC_047826,Pseudomonas phage WRT,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
NC_047827,Pseudomonas phage KNP,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
NC_047981,Pseudomonas phage PspYZU08,40,55,Pijolavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6202
MK510963,Pseudomonas phage vB_Pae_CF24b,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510964,Pseudomonas phage vB_Pae_CF28b,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
NC_048200,Pseudomonas phage shl2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6085
NC_048201,Pseudomonas phage 17A,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6134
MK510974,Pseudomonas phage vB_Pae_CF140a,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510978,Pseudomonas phage vB_Pae_CF208a,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510985,Pseudomonas phage vB_Pae_BR204a,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510987,Pseudomonas phage vB_Pae_BR233a,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
MK510992,Pseudomonas phage vB_Pae_BR144a,40,61,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5282
NC_069752,Pseudomonas phage PSV3,40,53,Septimatrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4024
NC_074748,Pseudomonas phage Ps60,40,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6393
NC_074749,Pseudomonas phage vB_Pae-SS2019XII,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6377
NC_074750,Pseudomonas phage vB_Pae_CF78a,40,64,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6371
OK523999,Pseudomonas phage Pst_GIL1,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OL581611,Pseudomonas phage Eir4,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
OM471789,Pseudomonas phage PCW2,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OM630590,Pseudomonas phage vB_PputP_LNA11,40,58,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6136
OM962999,Pseudomonas phage SoKa,40,58,Bifseptvirus,Unclassified,Autographiviridae,Pseudomonas,dsDNA,vOTU_6124
MZ496292,Pseudomonas phage PARCL1pr,40,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6436
NC_027992,Pseudomonas phage JBD25,40,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6416
OP485124,Pseudomonas phage PSV6,40,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
OP712474,Pseudomonas phage PSV3,40,53,Septimatrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4024
OQ716796,Pseudomonas phage PSA6,40,57,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6100
OQ953987,Pseudomonas phage phiPstEGF,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OX359472,Pseudomonas phage CHF7,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
PP496418,Pseudomonas phage vB_PpuP-IPa-1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496419,Pseudomonas phage vB_PpuP-AnF1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496420,Pseudomonas phage vB_PpuP-Eino,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496421,Pseudomonas phage vB_PpuP-Haage,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496422,Pseudomonas phage vB_PpuP-Hammaste-5,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496423,Pseudomonas phage vB_PpuP-Issaku,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496424,Pseudomonas phage vB_PpuP-Kanksi,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496425,Pseudomonas phage vB_PpuP-Keeri,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496426,Pseudomonas phage vB_PpuP-Keila,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496427,Pseudomonas phage vB_PpuP-KoPa-1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496428,Pseudomonas phage vB_PpuP-Kriimani,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496429,Pseudomonas phage vB_PpuP-Maksa,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496430,Pseudomonas phage vB_PpuP-Nouni,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496431,Pseudomonas phage vB_PpuP-Roomu-1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496432,Pseudomonas phage vB_PpuP-Torvandi,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496433,Pseudomonas phage vB_PpuP-Torve,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496434,Pseudomonas phage vB_PpuP-Voja-1,40,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
PP496445,Pseudomonas phage vB_PpuP-Emajogi,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
PP496446,Pseudomonas phage vB_PpuP-Luke-2,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
OR683411,Pseudomonas phage Solano,40,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6135
PP554577,Pseudomonas phage PMBT23,40,56,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6171
PP704628,Pseudomonas phage YZU-PF-006,40,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6147
OP924544,Pseudomonas phage UFJF_PfSW6,39,55,Unclassified,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6691
JX495041,Pseudomonas phage JD18,39,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6626
KP025626,Pseudomonas phage Pf-10,39,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6578
KX431888,Pseudomonas phage UNO-SLW1,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
KX449361,Pseudomonas phage UNO-SLW2,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
KX449362,Pseudomonas phage UNO-SLW3,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
KX449363,Pseudomonas phage UNO-SLW4,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
LC805023,Pseudomonas phage phiPpMK2-1,39,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5918
MG250485,Pseudomonas phage Pf1 ERZ-2017,39,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
BK061477,Pseudomonas phage vB_PaeS-D14C,39,59,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6732
BK061589,Pseudomonas phage vB_PaeS-D14P,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6542
MT094431,Pseudomonas phage BIM BV-46,39,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6114
MT104465,Pseudomonas phage MR1,39,56,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6620
DQ163912,Pseudomonas phage F10,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6563
MH719193,Pseudomonas phage H72,39,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
MH719195,Pseudomonas phage Ps59,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6624
NC_027292,Pseudomonas phage Pf-10,39,56,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6578
NC_027986,Pseudomonas phage JD18,39,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6626
NC_047873,Pseudomonas phage UNO-SLW1,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
NC_047874,Pseudomonas phage Pf1 ERZ-2017,39,57,Ghunavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_5767
NC_069753,Pseudomonas phage PSV3,39,53,Septimatrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4024
OK094519,Pseudomonas phage PCS4,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
ON109291,Pseudomonas phage PCS5,39,58,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6238
MW651859,Pseudomonas phage vB_PstS-pAN,39,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6476
MZ501271,Pseudomonas phage AH02,39,55,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6599
NC_007805,Pseudomonas phage F10,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6563
NC_074743,Pseudomonas phage Ps59,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6624
NC_074745,Pseudomonas phage H72,39,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
OP712479,Pseudomonas phage PSV3,39,53,Septimatrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4024
OR683413,Pseudomonas phage Rashabar,39,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6701
OR188720,Pseudomonas phage LPPA33,39,61,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6670
PP496435,Pseudomonas phage vB_PpuP-Vasula,39,55,Pifdecavirus,Studiervirinae,Autographiviridae,Pseudomonas,dsDNA,vOTU_6654
OR683400,Pseudomonas phage Alize,39,62,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6672
AF232233,Pseudomonas phage B3,38,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6761
AY394005,Pseudomonas phage D3112,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4054
JN811560,Pseudomonas phage JBD26,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4054
JX434030,Pseudomonas phage JBD5,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4054
JX495043,Pseudomonas phage JBD67,38,63,Beetrevirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6371
KT968832,Pseudomonas phage YMC11/11/R1836,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4054
MK144667,Pseudomonas phage Spike,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511017,Pseudomonas phage vB_Pae_CF23b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511020,Pseudomonas phage vB_Pae_CF57b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511021,Pseudomonas phage vB_Pae_CF65b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511023,Pseudomonas phage vB_Pae_CF77b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511024,Pseudomonas phage vB_Pae_CF81b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511025,Pseudomonas phage vB_Pae_CF118b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511026,Pseudomonas phage vB_Pae_CF121a,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511027,Pseudomonas phage vB_Pae_CF136a,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511028,Pseudomonas phage vB_Pae_CF177b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511029,Pseudomonas phage vB_Pae_CF183b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511030,Pseudomonas phage vB_Pae_CF213b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511033,Pseudomonas phage vB_Pae_BR205a,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511034,Pseudomonas phage vB_Pae_BR243b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511035,Pseudomonas phage vB_Pae_BR313b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MK511038,Pseudomonas phage vB_Pae_BR58b,38,64,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_4625
MW390886,Pseudomonas phage AIIMS-Pa-B1,38,65,Casadabanvirus,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6919
MF975720,Pseudomonas phage VW-6S,38,57,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_6866
MH719189,Pseudomonas phage Fc02,38,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
MH719190,Pseudomonas phage H71,38,63,Unclassified,Unclassified,Unclassified,Pseudomonas,dsDNA,vOTU_5731
